keyword,title,price,raw_price,rating,reviews,platform,position,delivery,link,thumbnail
television,TCL Class QM6K Series QD-Mini LED QLED 4K UHD Smart Google TV,499.99,499.99,4.6,12000,Target,26,Free delivery,"https://www.google.com/search?ibp=oshop&q=television&prds=catalogid:3155069941502145608,productid:6076311548381222797,headlineOfferDocid:9129645485946084397,imageDocid:5071027632239448773,rds:PC_10398459127466000345|PROD_PC_10398459127466000345,gpcid:10398459127466000345,mid:576462567029559483,pvt:hg&hl=en&gl=us&udm=28",https://encrypted-tbn1.gstatic.com/shopping?q=tbn:ANd9GcQJRGTU4be1-E5pcyqOwswp7NODPpVs_jnX4ATtTquDlo_BIIRbvxFNb-irrUQ2oSLPT5t6abjjUNr8lskTtkunuB_fNJs-
television,Samsung Q7F 4K QLED Smart TV,347.99,347.99,4.6,120000,Walmart,27,Free delivery,"https://www.google.com/search?ibp=oshop&q=television&prds=catalogid:9551171663872084500,productid:1655885371734713567,headlineOfferDocid:1512801463811659215,imageDocid:12917082310678715716,rds:PC_680016644084120875|PROD_PC_680016644084120875,gpcid:680016644084120875,mid:576462834885810205,pvt:hg&hl=en&gl=us&udm=28",https://encrypted-tbn0.gstatic.com/shopping?q=tbn:ANd9GcRCabTthtezFEvB_adcNIdeqbJXbLk8iVEvYfxy_xhPOzi5XNenZ8sVhlylHQ8H4X0x7GE8EiXl0urc8LfkQmn-Zp0RyQKsWS1bjtokYFmHGErC32HBJ2S8fA
television,"LG 32lr655bpua 32"" Class HD Smart LED TV",169.0,169.0,4.5,7130,Best Buy,28,Unknown,"https://www.google.com/search?ibp=oshop&q=television&prds=catalogid:3418605008662179843,productid:13447183850945621636,headlineOfferDocid:3000812667220591582,imageDocid:6949053495036517424,rds:PC_6228135164552301204|PROD_PC_6228135164552301204,gpcid:6228135164552301204,pvt:hg&hl=en&gl=us&udm=28",https://encrypted-tbn0.gstatic.com/shopping?q=tbn:ANd9GcQIVkCXc8kfU9sB5olAXFrgzkU8MjDLU0GymeIoh2i-QoUhvHTmSokzg3r8ShOCq64PnnAD3fRAbUnIKEe8t7DaQM2Lq24O7aMYY0SQkUSrWE2ByxGlTWQ0
television,Vizio Class Quantum Full HD Qled Smart TV,133.0,133.0,4.0,8530,Walmart,29,Free delivery,"https://www.google.com/search?ibp=oshop&q=television&prds=catalogid:1015917361663747386,productid:16702530988340879233,headlineOfferDocid:12205630552699087005,imageDocid:8971058006125712897,rds:PC_1424125793338428454|PROD_PC_1424125793338428454,gpcid:1424125793338428454,mid:576462537020598175,pvt:hg&hl=en&gl=us&udm=28",https://encrypted-tbn1.gstatic.com/shopping?q=tbn:ANd9GcRIfuJgV5Rhw6C0-kqhiAxZa-71seeRpgZJRmcgFAh8roHvTyc3esGSIi3YYHweidVFRyIRRWa70oCXcDMSOh4ObcaihCma
television,LG C6 OLED evo AI Smart 4K TV,1299.0,1299.0,4.8,56000,Home Depot,30,Free delivery,"https://www.google.com/search?ibp=oshop&q=television&prds=catalogid:1578882069765954383,productid:15216603458936437954,headlineOfferDocid:4264998077363094406,imageDocid:18153727157105798772,rds:PC_5336123461943124507|PROD_PC_5336123461943124507,gpcid:5336123461943124507,mid:576462883754025618,pvt:hg&hl=en&gl=us&udm=28",https://encrypted-tbn0.gstatic.com/shopping?q=tbn:ANd9GcRV4z-0_r_0J8xuNidTSzI7N_QgVlUxV4U2iIbUpG17nbs_Fw8q1jd8CcBv500iVMGBfTbvsdFZ6eD3i4uwbdv7iihkzySaVwQyt0wOxYWX-Ch88GUe-j0RGg
television,Insignia Ns-32f201na26,79.99,79.99,4.4,22000,Best Buy,31,Free delivery,"https://www.google.com/search?ibp=oshop&q=television&prds=catalogid:14181551006006705118,productid:17199955452175228963,headlineOfferDocid:2452114990702366521,imageDocid:1249246038508464945,rds:PC_1358304821979292488|PROD_PC_1358304821979292488,gpcid:1358304821979292488,pvt:hg&hl=en&gl=us&udm=28",https://encrypted-tbn1.gstatic.com/shopping?q=tbn:ANd9GcT_6G3tyXNKu8dmkLMA5CxoZ73vx64ENiKssVXF4TV3kIZVaUMKFdDC7n5WcqNesFlXuMsaA4CAfY1NaayrcEoo7VO0uxu89cTKevYMH35hzh7h_oOyqJ73
television,Hisense 40-Inch Class H4 Series FHD Roku Smart TV 1080p Full HD LCD Screen,138.0,138.0,4.0,110000,Walmart,32,Free delivery,"https://www.google.com/search?ibp=oshop&q=television&prds=catalogid:10192354798058900205,productid:8710931014637395559,headlineOfferDocid:5099683504826675585,imageDocid:16725787873456275675,rds:PC_14279151669075424187|PROD_PC_14279151669075424187,gpcid:14279151669075424187,pvt:hg&hl=en&gl=us&udm=28",https://encrypted-tbn3.gstatic.com/shopping?q=tbn:ANd9GcRjaWwv901K4odvfP_vlHFyV8PLRkcyJ7Mx7ROfpwCju4ZR4anUC4h4zh9nIqB3e7iCWNDFYk5V7sOdek07QXIaFZb5_IxuRjHY5q0ZTTtORmAl0y7Rb9Ey
television,Sony BRAVIA 8 4K HDR Smart OLED TV,1798.0,1798.0,4.6,48000,B&H Photo-Video-Audio,33,Free delivery,"https://www.google.com/search?ibp=oshop&q=television&prds=catalogid:13782376789823927519,productid:419139172542328180,headlineOfferDocid:8934174614292963917,imageDocid:5228669574509827483,rds:PC_877877566374112364|PROD_PC_877877566374112364,gpcid:877877566374112364,mid:576462502478364711,pvt:hg&hl=en&gl=us&udm=28",https://encrypted-tbn3.gstatic.com/shopping?q=tbn:ANd9GcQx7Eq49uxzAbdX9T0eywaYY-NnljfwrM1YAds4OLWces-o0am8LvsJZyRqfDgmVGqWGvhqIefLXevF_OXyy-kdQ_jzirkfiVhJnvkWC68
television,"TCL 43"" Class Q-Series QLED 4K UHD Smart Google TV 43q651g",229.99,229.99,4.5,64000,Target,34,Free delivery,"https://www.google.com/search?ibp=oshop&q=television&prds=catalogid:13118284459683931034,productid:1534661291893124483,headlineOfferDocid:6312595659098726194,imageDocid:4140631967662346582,rds:PC_1670826707178099866|PROD_PC_1670826707178099866,gpcid:12371827927642267432,mid:576462897961908883,pvt:hg&hl=en&gl=us&udm=28",https://encrypted-tbn2.gstatic.com/shopping?q=tbn:ANd9GcS5TzRzLIMpu7VDRSPPRpoYdRZbKLp_9I8bQu6HDAIXT2AybYry00LGeQKVC3a-sbtUKUNyjudAhLXZrPPjbQqUzEYXVSHcbw
television,Samsung M80H 4K Mini LED TV,497.99,497.99,4.7,7470,Best Buy,35,Unknown,"https://www.google.com/search?ibp=oshop&q=television&prds=catalogid:9641399328177804617,productid:4184158755816989113,headlineOfferDocid:3559299297704814902,imageDocid:11838348765999759479,rds:PC_1282707558955161808|PROD_PC_1282707558955161808,gpcid:1282707558955161808,mid:576462888393355357,pvt:hg&hl=en&gl=us&udm=28",https://encrypted-tbn3.gstatic.com/shopping?q=tbn:ANd9GcQ3YZySKpoLlvpeI3931iQq4WDc-ajGZSITgOxMxYWg8JdW5msl8l7cPpPy4jUqfZeeW4hbkLXFHTECxJ2a_gADsg8gx8WI7-5N6a8J_k4
television,"VIZIO 32"" HD Smart TV",79.0,79.0,3.8,17000,Walmart,36,Free delivery,"https://www.google.com/search?ibp=oshop&q=television&prds=catalogid:17043217889534848744,productid:9141212423227871640,headlineOfferDocid:8546068205122079465,imageDocid:15450130731755601856,rds:PC_3557674368424023788|PROD_PC_3557674368424023788,gpcid:3557674368424023788,pvt:hg&hl=en&gl=us&udm=28",https://encrypted-tbn0.gstatic.com/shopping?q=tbn:ANd9GcQI3twnXHkE5BLjAlbLKXb-pdlFq4cGrNgZQikG5oAAdXwvV6FR8gOQM2Hw18cxoA4UKL5vhQJ0DyLBnWUdjG68-aTasyLYHw
television,Samsung M70H 4K Mini LED TV,600.02,600.02,4.5,8520,Staples,37,Free delivery by Wed,"https://www.google.com/search?ibp=oshop&q=television&prds=catalogid:709137064705644237,productid:10118751098738344582,headlineOfferDocid:7870851842014046346,imageDocid:10617325676753318298,rds:PC_4347309441183945225|PROD_PC_4347309441183945225,gpcid:7935306412987464264,mid:576462567106529854,pvt:hg&hl=en&gl=us&udm=28",https://encrypted-tbn2.gstatic.com/shopping?q=tbn:ANd9GcRFY9z9xRgUZ1Jfz_l-goNDCu0q-OeGFVEDs0ZGsmsS0_8izFu4mzXF99aTQH2Gk9-uWJ8M_MpqyIw_QJU0G5CBnESgMJazy4JPPAfDazizrpBjbG9n6MV3_w
television,Samsung The Frame LS03HE QLED 4K Vision AI Smart TV,1299.99,1299.99,4.6,2320,Samsung,38,Free delivery,"https://www.google.com/search?ibp=oshop&q=television&prds=catalogid:9612312253642069209,productid:5503264721432729099,headlineOfferDocid:7427262301609876005,imageDocid:15174193114257143527,rds:PC_18237617274257113112|PROD_PC_18237617274257113112,gpcid:18237617274257113112,mid:576462566988508727,pvt:hg&hl=en&gl=us&udm=28",https://encrypted-tbn3.gstatic.com/shopping?q=tbn:ANd9GcQM_PGwO5hICoSo4AL9CpZ4hk00VAPtUvyFXEwv4sO6B7jUqQ6Hnwi3yzMZ-K0qVMBQTsUao5vvPW_lL4B2q5HnIx0Q2AWatqw0DrVLO3XIhaBfXShBEewl
television,VIZIO V-Series 4K HDR Smart LED TV,205.0,205.0,4.3,170000,Walmart,39,Free delivery,"https://www.google.com/search?ibp=oshop&q=television&prds=catalogid:17230105404117006829,productid:4190413135784832402,headlineOfferDocid:10657597041069537126,imageDocid:6098055665913885713,rds:PC_10790474056703513351|PROD_PC_10790474056703513351,gpcid:10790474056703513351,mid:576462555861818060,pvt:hg&hl=en&gl=us&udm=28",https://encrypted-tbn1.gstatic.com/shopping?q=tbn:ANd9GcSCOYZZBe8q7MniQCKpTVmC3pI-02Tu_QgBtF3pCozOj2QivzUsLMb19tXjzf7giiO1VAxm6jxEUlIAAyZek614TOtCZsGSCnBnquSwuxAoV9uQfq5nc26J
television,"77"" Class OLED S84F 4K Samsung Vision AI Smart TV",799.99,799.99,4.8,20000,Best Buy,40,Free delivery,"https://www.google.com/search?ibp=oshop&q=television&prds=catalogid:3457167640487202769,productid:8215058588851095201,headlineOfferDocid:2407004537175573321,imageDocid:1494484208097515854,rds:PC_6085232505787610214|PROD_PC_6085232505787610214,gpcid:6085232505787610214,mid:576462865555238279,pvt:hg&hl=en&gl=us&udm=28",https://encrypted-tbn2.gstatic.com/shopping?q=tbn:ANd9GcSTG3xCBToxPvJgZ35L-4WeNQa6OjHC-FF8u0aSezeIrpXIkava52rAqHcoa2o2qaad5yswEtg8YgOONf3iaW4C2DSeC7JCSaom3DIriqU
television,Pioneer Class LED 4K UHD Smart Roku TV,149.99,149.99,4.7,29000,Best Buy,2,Free delivery by Mon,"https://www.google.com/search?ibp=oshop&q=television&prds=catalogid:4527358743927429455,productid:16528714789465710184,headlineOfferDocid:10751521727549990368,imageDocid:18088867204309216705,rds:PC_291618688189881138|PROD_PC_291618688189881138,gpcid:291618688189881138,mid:576462867516851515,pvt:hg&hl=en&gl=us&udm=28",https://encrypted-tbn1.gstatic.com/shopping?q=tbn:ANd9GcTp9xwfl8XyOPVPOJH7_rSPdeHoc1xDk2ixe_YLTL9UMaP_fMLAZjg4w05hos3N693a8i4jStGanhTi-tLwgQ7tu9gbUM8Dm4husv-S5qbgMSwzFrzzUpbm
television,Philips 32 inch Class HD Google Smart LED TV,148.0,148.0,4.1,520,Walmart,3,Free delivery,"https://www.google.com/search?ibp=oshop&q=television&prds=catalogid:491123709707865395,productid:9107630229237813010,headlineOfferDocid:3009311937378617429,imageDocid:5574341602850198675,rds:PC_17273784169364927931|PROD_PC_17273784169364927931,gpcid:17273784169364927931,pvt:hg&hl=en&gl=us&udm=28",https://encrypted-tbn3.gstatic.com/shopping?q=tbn:ANd9GcTyknn1SkR6j8gxpjuSr5rgAocPflodcHPneMo3nPnksMsQmzjjtErZbuYUO_20ypTjcNXzBzN9kCWrYIXVaGqNPp8KP5Dg8B0d5OLYovHyjwtr2jq4IB8B
television,Insignia Class F50 Series LED 4K UHD Smart Fire TV,149.99,149.99,4.7,17000,Best Buy,4,Free delivery,"https://www.google.com/search?ibp=oshop&q=television&prds=catalogid:9337672441970675028,productid:889785758696566265,headlineOfferDocid:9806516534391384799,imageDocid:6482454426779345565,rds:PC_10537252801398955639|PROD_PC_10537252801398955639,gpcid:2452237105586045601,pvt:hg&hl=en&gl=us&udm=28",https://encrypted-tbn1.gstatic.com/shopping?q=tbn:ANd9GcQUyCSnTMApYGuzsvKQrTHvVWXsdvz7LWyeiNYeW58XJljU3XTOhcmWy05_57gQzwZ9LrP722B9J7r7osf7ZVDNDsy8LgLmAavdlfuIQvlU-Ac39DhkRMuQJA
television,Roku Select Series Full HD Smart TV,159.99,159.99,4.4,11000,Target,5,Free delivery,"https://www.google.com/search?ibp=oshop&q=television&prds=catalogid:5651360147481999872,productid:16542078101217630080,headlineOfferDocid:17781076881881383287,imageDocid:2018014504000233226,rds:PC_11672892188126679790|PROD_PC_11672892188126679790,gpcid:7255747598591800701,mid:576462828351535034,pvt:hg&hl=en&gl=us&udm=28",https://encrypted-tbn2.gstatic.com/shopping?q=tbn:ANd9GcThMqcghwkL6Y-WQ8id6zpMTHvhA8Vud1ZN8IVcXv4RoegYh6mfzuvW_TMj_O5YPVq-cVskoQcdWTHGYl20k51PKJbKfnxh
television,Samsung Q7F 4K QLED Smart TV,347.99,347.99,4.6,120000,Walmart,6,Free delivery,"https://www.google.com/search?ibp=oshop&q=television&prds=catalogid:9551171663872084500,productid:1655885371734713567,headlineOfferDocid:1512801463811659215,imageDocid:12917082310678715716,rds:PC_680016644084120875|PROD_PC_680016644084120875,gpcid:680016644084120875,mid:576462834885810205,pvt:hg&hl=en&gl=us&udm=28",https://encrypted-tbn0.gstatic.com/shopping?q=tbn:ANd9GcRCabTthtezFEvB_adcNIdeqbJXbLk8iVEvYfxy_xhPOzi5XNenZ8sVhlylHQ8H4X0x7GE8EiXl0urc8LfkQmn-Zp0RyQKsWS1bjtokYFmHGErC32HBJ2S8fA
television,"LG 55"" Class OLED evo AI C6 4K Smart TV",1299.99,1299.99,4.8,56000,BJ's Wholesale Club,7,Free delivery,"https://www.google.com/search?ibp=oshop&q=television&prds=catalogid:5656678099160250720,productid:11681694097923006424,headlineOfferDocid:13337953284806966108,imageDocid:13946047616634461827,rds:PC_5336123461943124507|PROD_PC_5336123461943124507,gpcid:2948845714177664725,pvt:hg&hl=en&gl=us&udm=28",https://encrypted-tbn3.gstatic.com/shopping?q=tbn:ANd9GcTpKI_I9go5DnlEzWjtYl21iD_cxzKq0XYpzL-34ZudfGRHuKWXbdPBXR1om8-_uOASPwexO_S6Iumb8F4xlkukeGmXmLJIad9paZpSp7P91EhBOChJLMgcKNE
television,Insignia Class F20 Series LED HD Smart Fire TV,69.99,69.99,4.7,11000,Best Buy,8,Free delivery by Mon,"https://www.google.com/search?ibp=oshop&q=television&prds=catalogid:2530221755276058059,productid:15517149648558638454,headlineOfferDocid:5030237917470701454,imageDocid:10083621266670358485,rds:PC_12779644829276546188|PROD_PC_12779644829276546188,gpcid:12779644829276546188,mid:576462889430811667,pvt:hg&hl=en&gl=us&udm=28",https://encrypted-tbn1.gstatic.com/shopping?q=tbn:ANd9GcQ4v5qhX3stw3HQJY7nYhqUIJ1MCXUFetOsxOYvOTzl9RCPaHmuA_KFhVzWZkx1W5ed3Lk4_NU8EUmLNA9sBTYZEo7Tbimv-j8HqP0UOC8hR7dEcLlAtKZ7
television,Tcl Qm51l Series QD-Mini LED Qled 4K UHD HDR Smart Google TV 50qm51l,348.0,348.0,4.4,250,Walmart,9,Free delivery,"https://www.google.com/search?ibp=oshop&q=television&prds=catalogid:10712204234345367157,productid:13707475045890002713,headlineOfferDocid:11319739864658396842,imageDocid:10204110391324776492,rds:PC_8665943456897231114|PROD_PC_8665943456897231114,gpcid:8665943456897231114,pvt:hg&hl=en&gl=us&udm=28",https://encrypted-tbn0.gstatic.com/shopping?q=tbn:ANd9GcRM9sDKbi_kzEIFp7Lz40MigIA7gOFnskectZx7L49QlWGFHHSwEgU8xfW8oliri61XBvCHljJf1xo2CNNKkVq8aXE6W-0M7313mHOY4UGz28JOAhynCnkDEA
television,Samsung M70H Mini LED 4K TV,297.99,297.99,4.5,15000,Home Depot,10,Free delivery,"https://www.google.com/search?ibp=oshop&q=television&prds=catalogid:16592698635101382425,productid:17043758708567737515,headlineOfferDocid:9183620417438473893,imageDocid:13080098398927763206,rds:PC_13101747253171192326|PROD_PC_13101747253171192326,gpcid:4239793160689929288,mid:576462567106529854,pvt:hg&hl=en&gl=us&udm=28",https://encrypted-tbn2.gstatic.com/shopping?q=tbn:ANd9GcSqmIZoqjMGHN_W_z7db3TwA374ZXWUr1rVzCh5eNv9NqNQ0BgJ9_5vpa-QSbq0sitZCt6WmOjE6NjeA856t1nQtjhimqJENFeVXLi_FcCa0yL3gQvHpmWQ
television,Insignia Ns-32f201na26,79.99,79.99,4.4,22000,Best Buy,11,Free delivery by Mon,"https://www.google.com/search?ibp=oshop&q=television&prds=catalogid:14181551006006705118,productid:17199955452175228963,headlineOfferDocid:2452114990702366521,imageDocid:1249246038508464945,rds:PC_1358304821979292488|PROD_PC_1358304821979292488,gpcid:1358304821979292488,pvt:hg&hl=en&gl=us&udm=28",https://encrypted-tbn1.gstatic.com/shopping?q=tbn:ANd9GcT_6G3tyXNKu8dmkLMA5CxoZ73vx64ENiKssVXF4TV3kIZVaUMKFdDC7n5WcqNesFlXuMsaA4CAfY1NaayrcEoo7VO0uxu89cTKevYMH35hzh7h_oOyqJ73
television,Hisense M7 Mini-LED Qled 4K UHD Google Smart TV 75m7sg,284.0,284.0,4.4,1210,Walmart,12,Free delivery,"https://www.google.com/search?ibp=oshop&q=television&prds=catalogid:2860385367184059903,productid:1730164336173842892,headlineOfferDocid:16021460165115804859,imageDocid:17145786905612090073,rds:PC_11546107916223669075|PROD_PC_11546107916223669075,gpcid:11546107916223669075,mid:576462882476691292,pvt:hg&hl=en&gl=us&udm=28",https://encrypted-tbn1.gstatic.com/shopping?q=tbn:ANd9GcSOfMastmltkoHn3HJvREHno7I4imCMdJ6UUTMmqeeb3K0I4OrlORvPLj_y002cqVIrErCZEDDKHxkSzpheiyKVbWQ6far5rlBIlu0U8OA5P4fa6fhRKlZt2A
television,Roku 43 Inch Class Select Series 4K LED Smart TV,179.99,179.99,4.8,18000,Target,13,Free delivery,"https://www.google.com/search?ibp=oshop&q=television&prds=catalogid:2392741833318552537,productid:4914064391498459335,headlineOfferDocid:16661724243347279917,imageDocid:10429484027869583331,rds:PC_13787876296865833302|PROD_PC_13787876296865833302,gpcid:13787876296865833302,pvt:hg&hl=en&gl=us&udm=28",https://encrypted-tbn3.gstatic.com/shopping?q=tbn:ANd9GcSXIm5T6QCfgynGe07eMe5MDZCheIkK26O8xY-dwrXUUfozhvntqUDXisMtr_19RTiAzxEk930uWx44GjuNzeKvaR7a0J6F
television,Samsung Class Crystal UHD U7900F 4K Smart TV,329.99,329.99,4.4,200000,Best Buy,14,Free delivery,"https://www.google.com/search?ibp=oshop&q=television&prds=catalogid:8339800509399402493,productid:12157069273656958773,headlineOfferDocid:789311332345699625,imageDocid:4107502249026671203,rds:PC_16045017672837206632|PROD_PC_16045017672837206632,gpcid:16045017672837206632,mid:576462517564703285,pvt:hg&hl=en&gl=us&udm=28",https://encrypted-tbn3.gstatic.com/shopping?q=tbn:ANd9GcT1vUz7Sry0nlpQEmxhN9_JvN29rvOt0vCPu6MGJx9prNl3VheIY61EAGC5XcyNqNhq-Ig73F36DEgOCbMtn6oWRha_mbqwh1KPLVJGGfykTvQ03ha8SzinHg
television,Vizio Mini LED Quantum 4K Qled HDR Smart TV,318.0,318.0,4.2,7880,Walmart,15,Free delivery,"https://www.google.com/search?ibp=oshop&q=television&prds=catalogid:11110428705709975706,productid:13382054576164105516,headlineOfferDocid:3006746913419723017,imageDocid:538890458398467169,rds:PC_2299514479506515199|PROD_PC_2299514479506515199,gpcid:17231509805041887492,mid:576462544681785091,pvt:hg&hl=en&gl=us&udm=28",https://encrypted-tbn1.gstatic.com/shopping?q=tbn:ANd9GcR5QYr8dxf5dNtErQNsoe1bzUcjl8q1sXru6QvdefELazDMy6DowWxqWVN24Q9HkwyFyA_ZOcja53MwWdToIq_YX6SKFslj
television,"Westinghouse 24"" HD Smart Roku TV",79.99,79.99,4.7,78000,BJ's Wholesale Club,16,Free delivery,"https://www.google.com/search?ibp=oshop&q=television&prds=catalogid:5752402692856863157,productid:3469436140630191867,headlineOfferDocid:18218699521657101981,imageDocid:5199913907137862294,rds:PC_7252823165224212737|PROD_PC_7252823165224212737,gpcid:7252823165224212737,pvt:hg&hl=en&gl=us&udm=28",https://encrypted-tbn2.gstatic.com/shopping?q=tbn:ANd9GcQWYpABJC1Jd02LgkNFNi6vZRS5SC_Wb_mGCi_hDJXaaDeHb5mpfwi3N1QScktRn_HHcYLJF20KjZjKUcyyvD3O92ZE8PKQB2LGl6_U_0WwhT9wnqPHH0aqhXQ
television,Samsung Class U8000H Crystal UHD Series 4K Smart TV,297.99,297.99,4.4,15000,Abt Electronics & Appliances,17,Free delivery,"https://www.google.com/search?ibp=oshop&q=television&prds=catalogid:14656723044435888977,productid:1645490160127805539,headlineOfferDocid:6257046758425184725,imageDocid:13093992973871664025,rds:PC_7066935709535619426|PROD_PC_7066935709535619426,gpcid:15403321527657441975,mid:576462896628258069,pvt:hg&hl=en&gl=us&udm=28",https://encrypted-tbn1.gstatic.com/shopping?q=tbn:ANd9GcSSjgbOlhUCzaJGtkLvM-Ht4zi9ECUiw09kFZ1Ub3npJbNprfzyzPJ59x4qxxgSc3ZQQw6HqT-6k5swKW4pdBWohz5HXmza-6M6wkwzyQvV
television,Samsung S90F 4K OLED Smart TV,1299.99,1299.99,4.7,38000,Best Buy,18,Free delivery by Tue,"https://www.google.com/search?ibp=oshop&q=television&prds=catalogid:8745639111205769199,productid:2694790286798949331,headlineOfferDocid:2181644231938277497,imageDocid:1236121284843890173,rds:PC_2745748795562893324|PROD_PC_2745748795562893324,gpcid:2745748795562893324,mid:576462912356042840,pvt:hg&hl=en&gl=us&udm=28",https://encrypted-tbn1.gstatic.com/shopping?q=tbn:ANd9GcTp2X5dhmfJTFCrVzihz8tY5fHU260d4XBDhSEVkSVGn6Yo3BEWhpqpv0NqVRRr9HcFmWKTsm5MK5IDDfQ9QRZbiZ6HbTju1wkdZXoDV2uRoIDjF9rqpa5tGw
television,Hisense 40-Inch Class H4 Series FHD Roku Smart TV 1080p Full HD LCD Screen,138.0,138.0,4.0,110000,Walmart,19,Free delivery,"https://www.google.com/search?ibp=oshop&q=television&prds=catalogid:10192354798058900205,productid:8710931014637395559,headlineOfferDocid:5099683504826675585,imageDocid:16725787873456275675,rds:PC_14279151669075424187|PROD_PC_14279151669075424187,gpcid:14279151669075424187,pvt:hg&hl=en&gl=us&udm=28",https://encrypted-tbn3.gstatic.com/shopping?q=tbn:ANd9GcRjaWwv901K4odvfP_vlHFyV8PLRkcyJ7Mx7ROfpwCju4ZR4anUC4h4zh9nIqB3e7iCWNDFYk5V7sOdek07QXIaFZb5_IxuRjHY5q0ZTTtORmAl0y7Rb9Ey
television,TCL Class QM6K Series QD-Mini LED QLED 4K UHD Smart Google TV,499.99,499.99,4.6,12000,Target,20,Free delivery,"https://www.google.com/search?ibp=oshop&q=television&prds=catalogid:3155069941502145608,productid:6076311548381222797,headlineOfferDocid:9129645485946084397,imageDocid:5071027632239448773,rds:PC_10398459127466000345|PROD_PC_10398459127466000345,gpcid:10398459127466000345,mid:576462567029559483,pvt:hg&hl=en&gl=us&udm=28",https://encrypted-tbn1.gstatic.com/shopping?q=tbn:ANd9GcQJRGTU4be1-E5pcyqOwswp7NODPpVs_jnX4ATtTquDlo_BIIRbvxFNb-irrUQ2oSLPT5t6abjjUNr8lskTtkunuB_fNJs-
television,LG C6 OLED evo AI Smart 4K TV,1299.0,1299.0,4.8,56000,Home Depot,21,Free delivery,"https://www.google.com/search?ibp=oshop&q=television&prds=catalogid:1578882069765954383,productid:15216603458936437954,headlineOfferDocid:4264998077363094406,imageDocid:18153727157105798772,rds:PC_5336123461943124507|PROD_PC_5336123461943124507,gpcid:5336123461943124507,mid:576462883754025618,pvt:hg&hl=en&gl=us&udm=28",https://encrypted-tbn0.gstatic.com/shopping?q=tbn:ANd9GcRV4z-0_r_0J8xuNidTSzI7N_QgVlUxV4U2iIbUpG17nbs_Fw8q1jd8CcBv500iVMGBfTbvsdFZ6eD3i4uwbdv7iihkzySaVwQyt0wOxYWX-Ch88GUe-j0RGg
television,Vizio Class Quantum Full HD Qled Smart TV,133.0,133.0,4.0,8530,Walmart,22,Free delivery,"https://www.google.com/search?ibp=oshop&q=television&prds=catalogid:1015917361663747386,productid:16702530988340879233,headlineOfferDocid:12205630552699087005,imageDocid:8971058006125712897,rds:PC_1424125793338428454|PROD_PC_1424125793338428454,gpcid:1424125793338428454,mid:576462537020598175,pvt:hg&hl=en&gl=us&udm=28",https://encrypted-tbn1.gstatic.com/shopping?q=tbn:ANd9GcRIfuJgV5Rhw6C0-kqhiAxZa-71seeRpgZJRmcgFAh8roHvTyc3esGSIi3YYHweidVFRyIRRWa70oCXcDMSOh4ObcaihCma
television,Sony BRAVIA 8 4K HDR Smart OLED TV,1799.99,1799.99,4.6,48000,Best Buy,23,Free delivery by Tue,"https://www.google.com/search?ibp=oshop&q=television&prds=catalogid:13782376789823927519,productid:419139172542328180,headlineOfferDocid:12191467471968800380,imageDocid:17858124736407591088,rds:PC_877877566374112364|PROD_PC_877877566374112364,gpcid:877877566374112364,mid:576462502478364711,pvt:hg&hl=en&gl=us&udm=28",https://encrypted-tbn0.gstatic.com/shopping?q=tbn:ANd9GcQOvOZwN4ms72g-NNq3sIKTjz9IFBznS-7WxhrYxD52t-ITVSjJ9Gc9Q_dd-5zUvy2uUrlSK6MbkXVadTxHje0kgAVoC7XEtqOKrCi3zs2LOdFlvd0qksZB
television,Samsung M70H 4K Mini LED TV,599.99,599.99,4.5,8520,Samsung,24,Free delivery,"https://www.google.com/search?ibp=oshop&q=television&prds=catalogid:709137064705644237,productid:10118751098738344582,headlineOfferDocid:16275506119450613400,imageDocid:7219176055716850714,rds:PC_4347309441183945225|PROD_PC_4347309441183945225,gpcid:7935306412987464264,mid:576462567106529854,pvt:hg&hl=en&gl=us&udm=28",https://encrypted-tbn2.gstatic.com/shopping?q=tbn:ANd9GcTB28MtqyvzQz43WNHVen2VKSuveD5skZec7U3EfLuRpRAJkMcHWo7XxGXBY3fFDhPeXJqq_r_EL9aMhpCac1KwHlMXt_2SVREJJ-GTjwvnl7LBihiuiv_H
television,LG 32 inch Class HD Lr60 Smart TV,138.0,138.0,4.0,4790,Walmart,25,Free delivery by Mon,"https://www.google.com/search?ibp=oshop&q=television&prds=catalogid:13143881039498770080,productid:4254041556802402786,headlineOfferDocid:10573618897483276218,imageDocid:8669412541839022081,rds:PC_818485440458302070|PROD_PC_818485440458302070,gpcid:818485440458302070,pvt:hg&hl=en&gl=us&udm=28",https://encrypted-tbn1.gstatic.com/shopping?q=tbn:ANd9GcRBn7wlGStH_mVFKdPhsuHJrdUNeCK13r1l2CgpXnNH_rhzaZ8y23UXsQREaAG0zbJ_ejg17AwhC86yst_TRB5FG7K1z2iYu3NRi4mVGH-nyAnIdvsrKATA
